,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
69276,108年03月15日 16時22分00秒,宜蘭縣羅東鎮體育路東側 / 宜蘭縣羅東鎮群英路,死亡0;受傷2,電動自行車-慢車;自用-小貨車(含客、貨兩用);乘客-人,121.768004,24.669724
69278,108年03月15日 16時25分00秒,宜蘭縣羅東鎮南昌街83號前0.0公尺附近,死亡0;受傷1,普通重型-機車;自用-小客車,121.772953,24.671765
69281,108年03月15日 16時27分00秒,宜蘭縣蘇澳鎮中山路2段1號前0.0公尺附近,死亡0;受傷1,普通重型-機車;自用-小客車,121.83546399999999,24.596358
69315,108年03月15日 17時01分32秒,宜蘭縣羅東鎮中正南路197號前0.0公尺附近,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.77013799999999,24.672582000000002
69346,108年03月15日 17時23分00秒,宜蘭縣宜蘭市泰山路東側 / 宜蘭縣宜蘭市農權路3段,死亡0;受傷1,自用-小客車;普通重型-機車,121.736949,24.750608
69403,108年03月15日 18時00分00秒,宜蘭縣冬山鄉八仙路八仙地下道號前0.0公尺西側,死亡0;受傷1,自用-小客車;行人-人,121.776852,24.662881
69516,108年03月15日 19時25分00秒,宜蘭縣五結鄉中正路2段口 / 宜蘭縣五結鄉中興路3段口,死亡0;受傷1,普通重型-機車,121.76973600000001,24.69431
69593,108年03月15日 21時10分00秒,宜蘭縣蘇澳鎮江夏路81號前,死亡0;受傷1,自用-小客車;自用-小客車,121.86451399999999,24.584206
69616,108年03月15日 21時40分08秒,宜蘭縣宜蘭市新興路南側 / 宜蘭縣宜蘭市和睦路西側,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),121.75847399999999,24.75905
69625,108年03月15日 21時50分00秒,宜蘭縣宜蘭市南橋路2號,死亡0;受傷2,普通重型-機車;普通重型-機車,121.741238,24.725284
69654,108年03月15日 22時25分36秒,宜蘭縣宜蘭市中華路9號,死亡0;受傷1,普通重型-機車;普通重型-機車,121.754025,24.746199
69716,108年03月16日 01時30分19秒,宜蘭縣冬山鄉幸福一路前0.0公尺附近,死亡0;受傷2,普通重型-機車;乘客-人,121.78266200000002,24.653017000000002
69723,108年03月16日 03時20分00秒,宜蘭縣礁溪鄉礁溪溫泉路口,死亡0;受傷3,普通重型-機車;自用-小客車;乘客-人,121.77319299999999,24.828456
69726,108年03月16日 03時34分08秒,宜蘭縣礁溪鄉和平路62號前,死亡0;受傷1,普通重型-機車;自用-小客車,121.767928,24.822998000000002
69734,108年03月16日 05時42分00秒,宜蘭縣礁溪鄉礁溪路4段23號前0.0公尺南側,死亡0;受傷2,行人-人;普通重型-機車,121.768146,24.817194
69739,108年03月16日 06時01分00秒,宜蘭縣冬山鄉廣興路口 / 宜蘭縣冬山鄉永興路2段口,死亡0;受傷1,自用-小客車;普通重型-機車,121.749109,24.669873000000003
69803,108年03月16日 08時20分08秒,宜蘭縣蘇澳鎮區界東路12號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.828755,24.648329999999998
69852,108年03月16日 09時25分04秒,宜蘭縣三星鄉尚健一路2段口 / 宜蘭縣三星鄉大義七路口,死亡0;受傷1,普通重型-機車;自用-小客車,121.70656699999999,24.686798
69884,108年03月16日 09時58分00秒,宜蘭縣五結鄉五結路3段718號附近,死亡0;受傷2,普通重型-機車;普通重型-機車,121.77678300000001,24.682129999999997
69894,108年03月16日 10時05分41秒,宜蘭縣宜蘭市茭白三路口 / 宜蘭縣宜蘭市一結路口,死亡0;受傷1,普通重型-機車;普通重型-機車,121.747556,24.778485
69969,108年03月16日 11時10分00秒,宜蘭縣羅東鎮清潭路口 / 宜蘭縣羅東鎮南昌街口,死亡0;受傷1,普通輕型-機車;自用-小客車,121.771308,24.672224
70004,108年03月16日 11時48分00秒,宜蘭縣羅東鎮中山路3段口 / 宜蘭縣羅東鎮和平路口,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.771723,24.674547
70015,108年03月16日 11時56分04秒,宜蘭縣宜蘭市宜科一路口 / 宜蘭縣宜蘭市公園路口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.74883799999999,24.740764000000002
70024,108年03月16日 12時08分02秒,宜蘭縣員山鄉員山路1段口 / 宜蘭縣員山鄉金泰路口,死亡0;受傷1,腳踏自行車-慢車;自用-小客車;乘客-人,121.72372299999999,24.743368
70037,108年03月16日 12時25分00秒,宜蘭縣羅東鎮光榮路北側 / 宜蘭縣羅東鎮東安街,死亡0;受傷2,普通重型-機車;普通重型-機車,121.777749,24.673693
70088,108年03月16日 13時40分21秒,宜蘭縣羅東鎮中山路3段北側 / 宜蘭縣羅東鎮和平路,死亡0;受傷2,普通重型-機車;普通重型-機車,121.771723,24.674547
70118,108年03月16日 14時30分30秒,宜蘭縣大同鄉宜33線道,死亡0;受傷1,普通重型-機車,121.51416200000001,24.549820999999998
70126,108年03月16日 14時50分24秒,宜蘭縣宜蘭市環河路347號前0.0公尺,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,121.74456699999999,24.757335
