,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
104419,108年04月23日 17時13分00秒,澎湖縣西嶼鄉二崁村二崁11之6號前往南50公尺處,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,119.51829599999999,23.601391
105595,108年04月24日 21時49分00秒,澎湖縣湖西鄉縣202線 1公里500.0公尺處西側向外側,死亡0;受傷1,普通重型-機車,119.612849,23.571123999999998
105623,108年04月24日 23時04分00秒,澎湖縣馬公市縣201線 1公里600.0公尺處南側向外側,死亡0;受傷1,普通重型-機車,119.60501000000001,23.540056
105996,108年04月25日 10時49分00秒,澎湖縣馬公市縣203線 4公里230.0公尺處南側向外側,死亡0;受傷2,普通重型-機車;普通重型-機車,119.598803,23.57019
106689,108年04月26日 01時03分00秒,澎湖縣湖西鄉縣204線 5公里950.0公尺處北側向外側,死亡0;受傷1,普通重型-機車,119.629203,23.556007
107127,108年04月26日 12時34分00秒,澎湖縣湖西鄉縣204線 7公里南側向內側,死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,119.636319,23.562679
107651,108年04月26日 21時38分00秒,澎湖縣馬公市西文里109號之1前道路,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,119.580009,23.568027
107736,108年04月27日 01時22分00秒,澎湖縣馬公市西文里6之1號旁岔路口,死亡0;受傷1,普通重型-機車,119.58345,23.565008
108066,108年04月27日 12時12分00秒,澎湖縣馬公市風櫃里45-42號前道路,死亡0;受傷1,普通重型-機車;租賃車-小客車,119.543733,23.537894
108092,108年04月27日 12時35分00秒,澎湖縣馬公市陽明里光復路口 / 澎湖縣馬公市朝陽里北辰街口,死亡0;受傷1,普通重型-機車;自用-小客車,119.57008300000001,23.571182
108331,108年04月27日 17時23分00秒,澎湖縣馬公市縣203線 4公里230.0公尺處北側向外側,死亡0;受傷2,普通重型-機車;普通重型-機車,119.598824,23.570024
108539,108年04月27日 22時34分00秒,澎湖縣馬公市縣204線 4公里190.0公尺處西側向內側,死亡0;受傷1,普通重型-機車;自用-小客車,119.61470600000001,23.550235999999998
108900,108年04月28日 13時34分27秒,澎湖縣七美鄉澎42號線 3公里400.0公尺處北側向內側,死亡0;受傷2,普通重型-機車;乘客-人,119.432154,23.217078
108914,108年04月28日 14時01分00秒,澎湖縣馬公市陽明里大勇街口 / 澎湖縣馬公市陽明里永安街口,死亡0;受傷1,普通重型-機車;自用-小客車,119.571947,23.57185
108944,108年04月28日 14時36分00秒,澎湖縣白沙鄉鎮海村澎8號道口 / 澎湖縣白沙鄉鎮海村縣道203線路口,死亡0;受傷2,普通重型-機車;乘客-人,119.597702,23.643832
109083,108年04月28日 18時02分00秒,澎湖縣馬公市朝陽里林森路48號前0.0公尺北側,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,119.57733799999998,23.574019
109656,108年04月29日 12時10分00秒,澎湖縣湖西鄉縣203線 8公里200.0公尺處北側向外側,死亡0;受傷2,租賃車-小客車;普通重型-機車;乘客-人,119.61308999999999,23.601629
110146,108年04月29日 22時15分00秒,澎湖縣馬公市中興里明遠路口 / 澎湖縣馬公市中興里信義路口,死亡0;受傷2,普通重型-機車;普通重型-機車,119.568069,23.570662
110184,108年04月30日 02時14分00秒,澎湖縣馬公市東文里9之3號前道路,死亡0;受傷1,普通重型-機車;自用-小客車,119.58595,23.563482999999998
110345,108年04月30日 08時28分00秒,澎湖縣湖西鄉澎15號道2.1公里處,死亡0;受傷1,自用-小客車,119.672742,23.570245
110846,108年04月30日 17時59分00秒,澎湖縣馬公市林務局天人湖前道路,死亡0;受傷1,普通重型-機車,119.61055,23.557716
111555,108年05月01日 15時43分00秒,澎湖縣湖西鄉縣202線 11公里南側向外側,死亡0;受傷1,普通重型-機車,119.67446399999999,23.566233999999998
111896,108年05月02日 06時05分00秒,澎湖縣馬公市陽明里水源路口 / 澎湖縣馬公市陽明里北辰街口,死亡0;受傷1,普通重型-機車;自用-小客車,119.57175600000001,23.569797
111909,108年05月02日 06時58分00秒,澎湖縣馬公市石泉里縣205線道路口 / 澎湖縣馬公市石泉里澎23號道路口,死亡0;受傷2,普通重型-機車;普通重型-機車,119.592881,23.555973
112094,108年05月02日 08時50分00秒,澎湖縣馬公市石泉里縣204線道路口 / 澎湖縣馬公市石泉里澎23號道路口,死亡0;受傷1,租賃車-小客車;普通重型-機車,119.59496000000001,23.56083
112477,108年05月02日 17時07分00秒,澎湖縣馬公市西衛里179號旁岔路口,死亡0;受傷2,普通重型-機車;普通輕型-機車,119.581,23.581425
112523,108年05月02日 17時45分00秒,澎湖縣馬公市縣201線 4公里200.0公尺處西側向外側,死亡0;受傷1,普通重型-機車,119.58869299999999,23.526989
112524,108年05月02日 17時45分00秒,澎湖縣馬公市澎22號道2.43公里處,死亡0;受傷1,計程車-小客車;普通重型-機車,119.609862,23.563542
112628,108年05月02日 19時19分00秒,澎湖縣馬公市陽明里水源路口 / 澎湖縣馬公市陽明里北辰街口,死亡0;受傷1,租賃車-小客車;普通重型-機車,119.57175600000001,23.569797
112811,108年05月02日 23時33分00秒,澎湖縣湖西鄉縣202線 4公里700.0公尺處東側向外側,死亡0;受傷1,普通重型-機車,119.635623,23.584183
112924,108年05月03日 07時41分00秒,澎湖縣湖西鄉縣202線 2公里260.0公尺處西側向外側,死亡0;受傷1,自用-小客車;普通重型-機車,119.620254,23.574189999999998
115918,108年05月06日 14時14分00秒,澎湖縣白沙鄉後寮村縣道203號路前0.0公尺,死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,119.582747,23.667441
