,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
373,108年03月10日 05時59分00秒,新北市三重區中正北路430號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.47442,25.071123
389,108年03月13日 23時10分00秒,新北市三芝區北101線道前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.503844,25.257621
392,108年03月14日 07時36分00秒,新北市五股區疏洪一路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;自用-小貨車(含客、貨兩用),121.458371,25.075385
398,108年03月15日 16時10分00秒,新北市新店區祥和路129636燈桿號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.515125,24.968392
399,108年03月16日 01時09分00秒,新北市永和區福和橋往永和道路前0.0公尺,死亡1;受傷2,行人-人;普通重型-機車;乘客-人,121.513888,25.007958
444,108年03月24日 06時57分00秒,新北市新莊區臺65線道路前0.0公尺,死亡1;受傷0,自用-小客車,121.431108,25.014673
453,108年03月27日 03時54分00秒,新北市板橋區臺65線道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.437265,24.978282
454,108年03月27日 06時23分00秒,新北市三重區環河北路 / 新北市三重區龍門路,死亡1;受傷0,普通重型-機車;自用-小客車,121.490823,25.090759
478,108年03月31日 10時53分00秒,新北市泰山區新北大道5段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.417046,25.055666
504,108年04月06日 00時05分00秒,新北市泰山區新五路 / 新北市泰山區楓江路,死亡1;受傷0,普通重型-機車,121.44111,25.060823
511,108年04月07日 15時24分00秒,新北市新莊區中正路 / 新北市新莊區化成路,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,121.452619,25.036297
512,108年04月07日 17時45分00秒,新北市中和區新北環快道路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.479604,25.042442
515,108年04月08日 06時06分00秒,新北市新莊區中正路 / 新北市新莊區中正路,死亡1;受傷0,營業用-大貨車;行人-人,121.419979,25.027256
518,108年04月08日 15時53分00秒,新北市樹林區保安地下道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.42596,24.993918
524,108年04月09日 08時35分00秒,新北市林口區下福產業道路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.298866,25.11663
531,108年04月11日 03時39分00秒,新北市新莊區中正路502號前0.0公尺,死亡1;受傷0,普通重型-機車,121.435973,25.032952
532,108年04月11日 05時16分00秒,新北市三芝區北101線道前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.503844,25.257621
539,108年04月12日 22時00分00秒,新北市烏來區新烏路5段前0.0公尺,死亡1;受傷0,普通重型-機車,121.54977,24.898248
565,108年04月19日 09時53分00秒,新北市三重區光復路1段30巷28號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.470823,25.046991
585,108年04月23日 10時20分00秒,新北市三重區重陽橋機車道路前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,121.482941,25.050892
594,108年04月24日 08時43分00秒,新北市蘆洲區三民路501號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,121.46356,25.091622
610,108年04月28日 01時59分00秒,新北市三重區重新堤外道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.5,25.066667
614,108年04月28日 21時45分00秒,新北市蘆洲區中正路 / 新北市蘆洲區環堤大道路,死亡1;受傷0,計程車-小客車;普通重型-機車;乘客-人,121.471877,25.082186
615,108年04月28日 22時28分00秒,新北市淡水區淡金路2段 / 新北市淡水區新市一路3段,死亡1;受傷3,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人;乘客-人,121.455692,25.16162
621,108年04月30日 14時00分00秒,新北市永和區得和路 / 新北市永和區得和路,死亡1;受傷1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用);自用-小客車;民營公車-大客車;普通重型-機車,121.517249,25.000457
627,108年05月01日 17時00分00秒,新北市坪林區北宜公路前0.0公尺,死亡1;受傷1,營業用-大貨車;乘客-人,121.720231,24.901738
662,108年05月11日 00時30分00秒,新北市新莊區思源路 / 新北市新莊區中原東路,死亡1;受傷0,自用-小客車;普通重型-機車,121.460423,25.042322
669,108年05月12日 15時47分00秒,新北市汐止區大同路1段151號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,121.632053,25.05617
