縣市,鄉_鎮_市_區,街_路段,火災案件編號,報案時間,到達時間,起火原因,死亡人數,受傷人數
嘉義縣,太保市,梅埔里,P17A03J1,106-01-03 09:48,106-01-03 10:02,遺留火種-其他-燃燒雜物,0,0
新竹市,北區,吉羊路,D17A03J1,106-01-03 09:48,106-01-03 09:54,烤火,0,0
雲林縣,虎尾鎮,新吉里,O17A03K1,106-01-03 10:01,106-01-03 10:17,遺留火種-其他-微火(餘燼),0,0
嘉義縣,布袋鎮,第三漁港,P17A03K1,106-01-03 10:12,106-01-03 10:19,其他-雜草、垃圾,0,0
臺北市,大安區,仁愛路3段,A17A03K1,106-01-03 10:25,106-01-03 10:27,玩火,0,0
屏東縣,新園鄉,漁港,S17A03K1,106-01-03 10:33,106-01-03 10:39,施工不慎-焊接,0,0
新竹縣,尖石鄉,,J17A03K1,106-01-03 10:36,106-01-03 10:57,遺留火種-不詳,0,0
嘉義縣,朴子市,弘德工商附近,P17A03K2,106-01-03 10:53,106-01-06 11:10,其他-燒雜草,0,0
高雄市,仁武區,鳳仁路、竹楠路口,B17A03K1,106-01-03 10:58,106-01-03 11:08,菸蒂,0,0
臺南市,永康區,中正七街,G17A03K1,106-01-03 10:59,106-01-03 11:05,爐火烹調-乾燒,0,0
彰化縣,伸港鄉,曾家路,M17A03L1,106-01-03 11:06,106-01-03 11:13,遺留火種-不詳,0,0
苗栗縣,通霄鎮,,K17A03L1 ,106-01-03 11:29,106-01-03 11:42,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,國三南下,E17A03L2,106-01-03 11:50,106-01-03 11:55,其他-因燃燒雜草、垃圾,0,0
新竹縣,新豐鄉,,J17A03M1,106-01-03 12:13,106-01-03 12:20,菸蒂,0,0
彰化縣,花壇鄉,內厝街,M17A03M1,106-01-03 12:38,106-01-03 12:48,電氣因素(不含車輛)-短路,0,0
臺中市,太平區,永豐北路,E17A03M1,106-01-03 12:51,106-01-03 12:56,爐火烹調-其他-加熱食物,0,0
雲林縣,虎尾鎮,新吉里,O17A03N1,106-01-03 13:53,106-01-03 00:00,遺留火種-其他-微火(餘燼),0,0
臺南市,南區,清水路和濱南路的交叉路口,G17A03O1,106-01-03 14:04,106-01-03 14:13,遺留火種-其他,0,0
臺南市,關廟區,關新路一段,G17A03O2,106-01-03 14:32,106-01-03 14:43,遺留火種-其他,0,0
彰化縣,福興鄉,,M17A03O1,106-01-03 14:46,106-01-03 14:55,其他-因燃燒雜草、垃圾,0,0
彰化縣,花壇鄉,溪南街,M17A03P1,106-01-03 15:11,106-01-03 15:17,其他-因燃燒雜草、垃圾,0,0
高雄市,美濃區,南清宮200公尺附近,B17A03P2,106-01-03 15:21,106-01-03 15:28,其他-因燃燒雜草、垃圾,0,0
金門縣,金寧鄉,環島西路,X17A03P1,106-01-03 15:33,106-01-03 15:40,其他-因燃燒雜草、垃圾,0,0
新北市,新莊區,昌平街,H17A03P1,106-01-03 15:36,106-01-03 15:36,爐火烹調-油鍋起火,0,0
臺中市,大甲區,文曲路,E17A03P1,106-01-03 15:39,106-01-03 15:47,其他-燃燒雜草廢棄物,0,0
彰化縣,埤頭鄉,沙崙,M17A03Q1,106-01-03 16:11,106-01-03 16:21,其他-因燃燒雜草、垃圾,0,0
臺南市,安平區,健康三街,G17A03Q1,106-01-03 16:12,106-01-03 16:19,爐火烹調-乾燒,0,0
雲林縣,水林鄉,溪墘村,O17A03Q1,106-01-03 16:34,106-01-03 16:49,遺留火種-其他-微火(餘燼),0,0
彰化縣,秀水鄉,馬鳴路,M17A03Q2,106-01-03 16:38,106-01-03 16:48,其他-因燃燒雜草、垃圾,0,0
花蓮縣,鳳林鎮,舊台九近豐坪路橋,U17A03Q2,106-01-03 16:43,106-01-03 17:16,其他-因燃燒雜草、垃圾,0,0
臺中市,太平區,中興東路,E17A03Q1,106-01-03 16:48,106-01-03 16:57,電氣因素(不含車輛)-靜電,0,0
彰化縣,彰化市,彰南路一段,M17A03Q3,106-01-03 16:54,106-01-03 17:02,爐火烹調-乾燒,0,0
臺南市,大內區,往燒灰仔方向的路口,G17A03Q2,106-01-03 16:58,106-01-03 17:16,遺留火種-其他,0,0
桃園市,中壢區,聖溪一路,I17A03R1,106-01-03 17:01,106-01-03 17:15,其他-因燃燒雜草、垃圾,0,0
彰化縣,埤頭鄉,,M17A03R1,106-01-03 17:15,106-01-03 17:24,其他-因燃燒雜草、垃圾,0,0
臺中市,豐原區,富陽路,E17A03R1,106-01-03 17:19,106-01-03 17:32,其他-燃燒雜草 垃圾,0,0
雲林縣,褒忠鄉,田洋村,O17A03R1,106-01-03 17:38,106-01-03 17:46,菸蒂,0,0
臺中市,大肚區,文昌路二段,E17A03R2,106-01-03 17:44,106-01-03 17:49,其他-因燃燒雜草、垃圾,0,0
金門縣,金寧鄉,西浦頭村落,X17A03S1,106-01-03 18:09,106-01-03 18:17,其他-因燃燒雜草、垃圾,0,0
臺北市,北投區,育仁路,A17A03S1,106-01-03 18:17,106-01-03 18:21,爐火烹調,0,0
臺中市,沙鹿區,沙鹿交流道,E17A03S1,106-01-03 18:39,106-01-03 18:45,其他-因燃燒雜草、垃圾,0,0
臺中市,大雅區,昌平路四段,E17A03S2 ,106-01-03 18:50,106-01-03 19:02,其他-燃燒雜草 垃圾,0,0
臺北市,士林區,延平北路7段,A17A03S2,106-01-03 18:53,106-01-03 18:59,值勤發現,0,0
臺南市,玉井區,芒子芒附近,G17A03T1,106-01-03 19:23,106-01-03 19:38,遺留火種-其他,0,0
嘉義縣,中埔鄉,中埔橋旁,P17A03T1,106-01-03 19:35,106-01-03 19:48,其他-雜草、垃圾-廢棄物雜草 ,0,0
彰化縣,和美鎮,美寮路,M17A03T1,106-01-03 19:40,106-01-03 19:47,其他-因燃燒雜草、垃圾,0,0
苗栗縣,泰安鄉,,K17A03T1,106-01-03 19:46,106-01-03 20:03,其他-因燃燒雜草、垃圾,0,0
臺南市,仁德區,中正路二段,G17A03U1,106-01-03 20:25,106-01-03 20:34,車輛電氣因素-其他,0,0
新北市,五股區,御史路,H17A03U1,106-01-03 20:36,106-01-03 20:52,其他,0,0
桃園市,中壢區,龍岡路二段,I17A03U1,106-01-03 20:43,106-01-03 20:53,其他-因燃燒雜草、垃圾,0,0
臺中市,神岡區,前寮路,E17A03V1,106-01-03 21:00,106-01-03 21:07,自殺-引火自焚,0,1
臺中市,清水區,頂湳路,E17A03V3,106-01-03 21:51,106-01-03 21:56,其他-因燃燒雜草、垃圾,0,0
彰化縣,大城鄉,平和巷,M17A03W1,106-01-03 22:15,106-01-03 22:24,縱火-人為縱火,0,0
臺東縣,臺東市,美和安檢所旁道路往海邊方向,V17A03W1,106-01-03 22:31,106-01-03 22:46,其他-因燃燒雜草、垃圾,0,0
苗栗縣,頭份市,,K17A03W1,106-01-03 22:31,106-01-03 22:37,其他-因燃燒雜草、垃圾,0,0
臺北市,中山區,民族東路,A17A03W1,106-01-03 22:38,106-01-03 22:41,其他,0,0
臺南市,官田區,工業路,G17A03W1,106-01-03 22:38,106-01-03 22:46,機械設備-著火物洩漏,0,0
臺中市,豐原區,圓環北路二段,E17A03W1,106-01-03 22:57,106-01-03 23:05,其他-燃燒雜草 垃圾,0,0
高雄市,前鎮區,天后街,B17A03W1,106-01-03 22:59,106-01-03 23:06,電氣因素(不含車輛),0,0
臺南市,歸仁區,中正南路一段,G17A03X1,106-01-03 23:09,106-01-03 23:15,遺留火種-其他-菸蒂,0,0
彰化縣,埤頭鄉,中央路,M17A03X1,106-01-03 23:10,106-01-03 23:26,其他-因燃燒雜草、垃圾,0,0
新竹縣,尖石鄉,,J17A03X1,106-01-03 23:11,106-01-04 00:20,其他-因燃燒雜草、垃圾,0,0
彰化縣,二林鎮,,M17A04A1,106-01-04 00:17,106-01-04 00:28,遺留火種-其他-疑似燃燒木炭,0,0
高雄市,左營區,左營下路,B17A04C1,106-01-04 02:56,106-01-04 03:02,爐火烹調-乾燒,0,0
桃園市,中壢區,民權路三段,I17A04D1,106-01-04 03:26,106-01-04 03:34,其他-因燃燒雜草、垃圾,0,0
高雄市,鳥松區,本館路,B17A04E1,106-01-04 04:00,106-01-04 04:09,電氣因素(不含車輛),2,1
桃園市,中壢區,後興路一段,I17A04E1,106-01-04 04:45,106-01-04 04:54,遺留火種-蚊香,0,0
桃園市,桃園區,國強十三街,I17A04F1,106-01-04 05:13,106-01-04 05:18,電氣因素(不含車輛)-短路,0,0
臺南市,永康區,信義街,G17A04G1,106-01-04 06:33,106-01-04 06:42,遺留火種-其他,0,0
臺中市,后里區,甲后路二段,E17A04H1,106-01-04 07:23,106-01-04 07:30,其他-燃燒雜草廢棄物,0,0
高雄市,美濃區,新興街,B17A04H1,106-01-04 07:30,106-01-04 07:35,其他-因燃燒雜草、垃圾,0,0
高雄市,前鎮區,成功二路,B17A04H2,106-01-04 07:37,106-01-04 07:43,遺留火種-不詳,0,0
臺北市,中山區,濱江街,A17A04I1,106-01-04 08:35,106-01-04 08:40,爐火烹調,0,0
嘉義縣,太保市,前潭里電台,P17A04I1,106-01-04 08:36,106-01-04 08:46,其他-焚燒雜草及廢棄物,0,0
桃園市,蘆竹區,赤塗崎,I17A04J1,106-01-04 09:51,106-01-04 10:05,其他-風管蓄積油汙遇火熱源,0,0
高雄市,彌陀區,舊港路,B17A04L3,106-01-04 11:13,106-01-04 11:22,其他-因燃燒雜草、垃圾,0,0
新竹縣,尖石鄉,,J17A04L1,106-01-04 11:13,106-01-04 11:20,遺留火種-其他-菸蒂,0,0
高雄市,路竹區,復興路,B17A04L4,106-01-04 11:40,106-01-04 11:49,其他-因燃燒雜草、垃圾,0,0
高雄市,梓官區,典寶溪便道,B17A04L2,106-01-04 11:42,106-01-04 11:54,菸蒂,0,0
彰化縣,彰化市,環河街,M17A04M1,106-01-04 12:01,106-01-04 12:09,遺留火種-不詳,0,0
臺南市,南區,清水路和商港路的交叉路口,G17A04M1,106-01-04 12:08,106-01-04 12:18,遺留火種-其他,0,0
苗栗縣,通霄鎮,,K17A04M1,106-01-04 12:25,106-01-04 12:40,其他-因燃燒雜草、垃圾,0,0
雲林縣,虎尾鎮,建成路,O17A04O1,106-01-04 14:25,106-01-04 14:28,菸蒂,0,0
苗栗縣,後龍鎮,,K17A04O2,106-01-04 14:26,106-01-04 14:38,其他-因燃燒雜草、垃圾,0,0
苗栗縣,頭屋鄉,,K17A04O1,106-01-04 14:54,106-01-04 15:03,其他-因燃燒雜草、垃圾,0,0
高雄市,鼓山區,九如4路,B17A04P1,106-01-04 15:04,106-01-04 15:10,爐火烹調-乾燒,0,0
雲林縣,虎尾鎮,學府一路,O17A04P1,106-01-04 15:09,106-01-04 15:26,菸蒂,0,0
連江縣,南竿鄉,介壽公園,Y17A04P22,106-01-04 15:14,106-01-04 15:15,菸蒂,0,0
嘉義縣,民雄鄉,雙援公墓,P17A04P2,106-01-04 15:22,106-01-04 15:33,其他-因燃燒雜草、垃圾,0,0
苗栗縣,通霄鎮,,K17A04P1,106-01-04 15:29,106-01-04 15:42,其他-因燃燒雜草、垃圾,0,0
高雄市,仁武區,林山巷,B17A04P2,106-01-04 15:40,106-01-04 15:54,其他-因燃燒雜草、垃圾,0,0
桃園市,大園區,(內海國小)旁,I17A04P1,106-01-04 15:53,106-01-04 16:02,其他-因燃燒雜草、垃圾,0,0
雲林縣,虎尾鎮,興西五街,O17A04Q1,106-01-04 16:02,106-01-04 16:22,菸蒂,0,0
桃園市,龍潭區,民有路,I17A04Q5,106-01-04 16:21,106-01-04 16:31,其他-因燃燒雜草、垃圾,0,0
彰化縣,芳苑鄉,漁港六路,M17A04Q1,106-01-04 16:29,106-01-04 16:45,其他-因燃燒雜草、垃圾,0,0
高雄市,湖內區,中正路二段,B17A04Q1,106-01-04 16:51,106-01-04 16:54,遺留火種-其他-線香,0,0
臺南市,新市區,國道3號345.3k西側農田（大約在潭頂路段）,G17A04R1,106-01-04 17:09,106-01-04 17:28,遺留火種-其他,0,0
桃園市,觀音區,新華路一段,I17A04R1,106-01-04 17:17,106-01-04 17:27,其他-因燃燒雜草、垃圾,0,0
新竹縣,竹東鎮,中興路四段,J17A04R1,106-01-04 17:19,106-01-04 17:31,其他-因燃燒雜草、垃圾,0,0
臺中市,霧峰區,光興路,E17A04R1,106-01-04 17:34,106-01-04 17:44,其他-燃燒雜草,0,0
臺南市,歸仁區,高鐵橋下道路和長榮路二段的交叉路口,G17A04R2,106-01-04 17:42,106-01-04 17:57,遺留火種-其他,0,0
臺南市,新市區,,G17A04R3,106-01-04 17:56,106-01-04 18:06,遺留火種-其他,0,0
嘉義縣,朴子市,靠近布袋半月1號,P17A04S2,106-01-04 18:12,106-01-04 18:20,其他-雜草、垃圾,0,0
臺中市,大安區,南安路,E17A04S1,106-01-04 18:20,106-01-04 18:30,其他-燃燒雜草廢棄物,0,0
臺中市,霧峰區,六股路,E17A04S2,106-01-04 18:22,106-01-04 18:37,其他-燃燒雜草,0,0
嘉義縣,水上鄉,老鷹高爾夫球場,P17A04S1,106-01-04 18:23,106-01-04 18:35,其他-燒雜草,0,0
臺中市,梧棲區,立德街,E17A04S3,106-01-04 18:40,106-01-04 18:45,其他-因燃燒雜草、垃圾,0,0
雲林縣,口湖鄉,往箔子寮,O17A04S1,106-01-04 18:58,106-01-04 19:14,遺留火種-其他-微火(餘燼),0,0
嘉義縣,太保市,向日葵汽車旅館南方,P17A04T1,106-01-04 19:00,106-01-04 19:10,其他-燒甘蔗,0,0
新北市,淡水區,中山路,H17A04T1,106-01-04 19:17,106-01-04 19:24,電氣因素(不含車輛),0,0
雲林縣,西螺鎮,大橋南路,O17A04T1,106-01-04 19:33,106-01-04 19:38,菸蒂,0,0
高雄市,鹽埕區,五福四路與瀨南街口,B17A04U1,106-01-04 20:06,106-01-04 20:13,電氣因素(不含車輛)-短路,0,0
雲林縣,口湖鄉,往箔子寮,O17A04U1,106-01-04 20:29,106-01-04 20:43,遺留火種-其他-微火(餘燼),0,0
金門縣,金城鎮,金門城村落,X17A04U1,106-01-04 20:53,106-01-04 21:05,其他-因燃燒雜草、垃圾,0,0
彰化縣,彰化市,旭光路,M17A04V1,106-01-04 21:02,106-01-04 21:10,機械設備-不詳,0,0
苗栗縣,頭份市,,K17A04V1,106-01-04 21:44,106-01-04 21:55,電氣因素(不含車輛)-短路,0,0
臺中市,潭子區,光陽路,E17A04W1,106-01-04 22:26,106-01-04 22:33,電氣因素(不含車輛)-其他-電池老舊冒煙,0,0
高雄市,美濃區,福美路,B17A04W2,106-01-04 22:33,106-01-04 22:38,其他-因燃燒雜草、垃圾,0,0
雲林縣,元長鄉,往崙仔,O17A04W1,106-01-04 22:44,106-01-04 22:58,其他-因燃燒雜草、垃圾,0,0
臺中市,外埔區,東西巷,E17A04W2,106-01-04 22:46,106-01-04 22:52,縱火-人為縱火,0,0
雲林縣,斗六市,北平路,O17A04X1,106-01-04 23:56,106-01-05 00:03,電氣因素(不含車輛)-短路,0,5
臺南市,中西區,西和路,G17A05B1,106-01-05 01:21,106-01-05 01:29,爐火烹調-其他,0,0
桃園市,龍潭區,高揚北路往中豐路高平段,I17A05B1,106-01-05 01:48,106-01-05 01:58,其他-因燃燒雜草、垃圾,0,0
宜蘭縣,頭城鎮,頭濱路2段,T17A05C1,106-01-05 02:07,106-01-05 02:23,縱火,0,0
臺中市,西屯區,青海南街,E17A05E1,106-01-05 04:06,106-01-05 04:12,其他-燃燒雜草廢棄物,0,0
新北市,土城區,學府路一段,H17A05E1,106-01-05 04:10,106-01-05 04:10,電氣因素(不含車輛)-短路,0,0
臺北市,士林區,菁山路,A17A05E1,106-01-05 04:20,106-01-05 04:40,菸蒂,0,0
臺中市,北區,榮華街,E17A05G1,106-01-05 06:45,106-01-05 06:51,其他-打火機使用不慎,0,0
苗栗縣,竹南鎮,,K17A05H1,106-01-05 07:13,106-01-05 07:22,其他-因燃燒雜草、垃圾,0,0
桃園市,大溪區,復興路二段,I17A05H1,106-01-05 07:53,106-01-05 08:10,其他-因燃燒雜草、垃圾,0,0
桃園市,大園區,大竹北路,I17A05I1,106-01-05 08:15,106-01-05 08:25,其他-因燃燒雜草、垃圾,0,0
臺北市,文山區,興隆路2段,A17A05I1,106-01-05 08:41,106-01-05 08:45,爐火烹調,0,0
新北市,中和區,莒光路,H17A05I1,106-01-05 08:42,106-01-05 08:45,縱火-人為縱火,0,0
雲林縣,西螺鎮,市場北路,O17A05J1,106-01-05 09:06,106-01-05 09:16,電氣因素(不含車輛)-短路,0,0
臺北市,內湖區,安康路,A17A05J1,106-01-05 09:07,106-01-05 09:14,施工不慎,0,0
花蓮縣,花蓮市,建興街,U17A05A1,106-01-05 09:15,106-01-05 09:28,爐火烹調-乾燒,0,0
臺中市,大甲區,橫圳街,E17A05J1,106-01-05 09:25,106-01-05 09:31,其他-燃燒雜草廢棄物,0,0
苗栗縣,泰安鄉,,K17A05J1,106-01-05 09:28,106-01-05 09:32,其他-因燃燒雜草、垃圾,0,0
桃園市,大溪區,中華路,I17A05J1,106-01-05 09:48,106-01-05 09:54,爐火烹調-油鍋起火,0,0
彰化縣,和美鎮,彰美路六段,M17A05J1,106-01-05 09:48,106-01-05 09:52,施工不慎-其他-操作不慎,0,0
臺北市,松山區,撫遠街,A17A05J2,106-01-05 09:51,106-01-05 09:54,電氣因素(不含車輛)-其他,0,0
彰化縣,二林鎮,太平路四段,M17A05K1,106-01-05 10:18,106-01-05 10:30,其他-因燃燒雜草、垃圾,0,0
彰化縣,和美鎮,和頭路,M17A05L2,106-01-05 11:06,106-01-05 11:14,其他-因燃燒雜草、垃圾,0,0
臺中市,清水區,中央北,E17A05L1,106-01-05 11:07,106-01-05 11:12,其他-因燃燒雜草、垃圾,0,0
彰化縣,福興鄉,龍舟路-第一公墓,M17A05L1,106-01-05 11:08,106-01-05 11:27,其他-因燃燒雜草、垃圾,0,0
新竹縣,尖石鄉,,J17A05L1,106-01-05 11:23,106-01-05 11:58,其他-因燃燒雜草、垃圾,0,0
新北市,蘆洲區,環堤大道,H17A05L1,106-01-05 11:48,106-01-05 11:53,其他,0,0
臺北市,士林區,延平北路5段,A17A05L1,106-01-05 11:53,106-01-05 11:57,電氣因素(不含車輛)-其他,0,0
桃園市,中壢區,內厝八路,I17A05L1,106-01-05 11:54,106-01-05 12:06,其他-因燃燒雜草、垃圾,0,0
臺中市,沙鹿區,中山路,E17A05M1,106-01-05 12:29,106-01-05 12:34,其他-因燃燒雜草、垃圾,0,0
花蓮縣,富里鄉,富里鄉羅山活動中心台9線入口處[富里鄉羅山村東湖15-1號],U17A05M2,106-01-05 12:49,106-01-05 12:59,其他-因燃燒雜草、垃圾,0,0
桃園市,復興區,水管頭,I17A05N1,106-01-05 13:04,106-01-05 13:10,菸蒂,0,0
桃園市,復興區,台7線19.5公里處,I17A05N2,106-01-05 13:14,106-01-05 13:21,其他-因燃燒雜草、垃圾,0,0
金門縣,金湖鎮,瓊安路與環島東路交叉口,X17A05N1,106-01-05 13:16,106-01-05 13:33,其他-車輛電氣因素,0,0
彰化縣,秀水鄉,民主街,M17A05N1,106-01-05 13:19,106-01-05 13:27,其他-因燃燒雜草、垃圾,0,0
新北市,板橋區,篤行路,H17A05N1,106-01-05 13:46,106-01-05 13:46,其他,0,0
臺中市,和平區,中興路二段,E17A05N1,106-01-05 13:49,106-01-05 14:21,電氣因素(不含車輛)-短路,0,0
臺北市,大安區,大安路2段,A17A05O1,106-01-05 14:12,106-01-05 14:15,爐火烹調,0,0
臺南市,官田區,附近,G17A05O1,106-01-05 14:17,106-01-05 14:31,遺留火種-其他,0,0
臺南市,南區,中華路一段,G17A05O2,106-01-05 14:45,106-01-05 15:51,遺留火種-其他,0,0
桃園市,八德區,霄里分渠旁空地,I17A05O1,106-01-05 14:47,106-01-05 15:05,其他-因燃燒雜草、垃圾,0,0
臺南市,永康區,中華二路,G17A05P1,106-01-05 15:01,106-01-05 15:09,爐火烹調-乾燒,0,0
桃園市,蘆竹區,海山路一段,I17A05P1,106-01-05 15:11,106-01-05 15:17,其他-因燃燒雜草、垃圾,0,0
高雄市,美濃區,中山路一段,B17A05P2,106-01-05 15:20,106-01-05 15:25,其他-因燃燒雜草、垃圾,0,0
臺北市,中山區,松江路,A17A05P1,106-01-05 15:27,106-01-05 15:30,爐火烹調,0,0
彰化縣,福興鄉,,M17A05P1,106-01-05 15:28,106-01-05 15:38,其他-因燃燒雜草、垃圾,0,0
雲林縣,虎尾鎮,成德二街,O17A05P1,106-01-05 15:51,106-01-05 15:54,電氣因素(不含車輛)-短路,0,0
臺南市,麻豆區,麻善大橋麻豆端西側堤岸,G17A05Q1,106-01-05 16:14,106-01-05 16:25,遺留火種-其他,0,0
桃園市,龜山區,文化一路,I17A05Q1,106-01-05 16:18,106-01-05 16:24,其他-因燃燒雜草、垃圾,0,0
臺北市,北投區,東昇路,A17A05Q1,106-01-05 16:23,106-01-05 16:33,值勤發現,0,0
雲林縣,二崙鄉,復興路,O17A05Q1,106-01-05 16:44,106-01-05 16:59,菸蒂,0,0
臺中市,清水區,中央路,E17A05Q1,106-01-05 16:54,106-01-05 16:59,其他-因燃燒雜草、垃圾,0,0
嘉義縣,梅山鄉,東福街,P17A05R1,106-01-05 17:09,106-01-05 17:20,其他-遺留火種,0,0
彰化縣,北斗鎮,復興路,M17A05R1,106-01-05 17:16,106-01-05 17:23,其他-因燃燒雜草、垃圾,0,0
雲林縣,東勢鄉,東勢公墓旁,O17A05R1,106-01-05 17:41,106-01-05 17:45,遺留火種-其他-微火(餘燼),0,0
新北市,瑞芳區,海濱路,H17A05R1,106-01-05 17:47,106-01-05 17:53,其他-因燃燒雜草、垃圾,0,0
苗栗縣,通霄鎮,,K17A05S2,106-01-05 18:04,106-01-05 18:19,其他-因燃燒雜草、垃圾,0,0
苗栗縣,頭屋鄉,,K17A05S1,106-01-05 18:09,106-01-05 18:16,其他-因燃燒雜草、垃圾,0,0
彰化縣,福興鄉,番婆街,M17A05S1,106-01-05 18:35,106-01-05 18:44,其他-因燃燒雜草、垃圾,0,0
臺北市,南港區,南港路3段,A17A05T1,106-01-05 19:31,106-01-05 19:36,爐火烹調,0,0
花蓮縣,秀林鄉,,U17A05T3,106-01-05 19:38,106-01-05 19:49,其他-因燃燒雜草、垃圾,0,0
桃園市,中壢區,後興路二段,I17A05T1,106-01-05 19:45,106-01-05 19:53,其他-因燃燒雜草、垃圾,0,0
桃園市,中壢區,月眉路一段,I17A05U1,106-01-05 20:12,106-01-05 20:24,其他-因燃燒雜草、垃圾,0,0
雲林縣,麥寮鄉,往六輕聯外道路,O17A05U1,106-01-05 20:23,106-01-05 20:34,菸蒂,0,0
新北市,雙溪區,聖南,H17A05V1,106-01-05 21:06,106-01-05 21:16,其他-燃燒廢棄物,0,0
臺北市,中山區,敬業三路,A17A05V1,106-01-05 21:06,106-01-05 21:10,爐火烹調,0,0
臺南市,新市區,中山路,G17A05V1,106-01-05 21:13,106-01-05 21:24,遺留火種-其他,0,0
臺北市,萬華區,中華路2段,A17A05V2,106-01-05 21:28,106-01-05 21:28,爐火烹調,0,0
臺中市,大里區,明仁路,E17A05V1,106-01-05 21:33,106-01-05 21:42,縱火-人為縱火,0,0
彰化縣,伸港鄉,興工路,M17A05V1,106-01-05 21:39,106-01-05 21:51,遺留火種-不詳,0,0
新竹縣,北埔鄉,,J17A05V1,106-01-05 21:55,106-01-05 22:09,縱火-人為縱火,0,0
臺北市,北投區,尊賢街,A17A05W1,106-01-05 22:07,106-01-05 22:12,電氣因素(不含車輛)-其他,0,0
臺東縣,臺東市,青海路四段,V17A05W1,106-01-05 22:28,106-01-05 22:34,菸蒂,0,0
臺北市,大安區,羅斯福路3段,A17A05X1,106-01-05 23:03,106-01-05 23:07,爐火烹調,0,0
新竹縣,關西鎮,,J17A05X1,106-01-05 23:18,106-01-05 23:25,菸蒂,0,0
臺南市,安平區,育平路,G17A05X1,106-01-05 23:27,,爐火烹調-乾燒,0,0
高雄市,彌陀區,樂安路,B17A05X1,106-01-05 23:38,106-01-05 23:49,爐火烹調-其他-煮水不慎,0,0
屏東縣,枋寮鄉,漁港,S17A06A1,106-01-06 00:00,106-01-06 00:12,電氣因素(不含車輛)-短路,0,0
桃園市,中壢區,華美一路,I17A06A1,106-01-06 00:47,106-01-06 00:54,電氣因素(不含車輛)-短路,0,0
高雄市,大寮區,崇仁街,B17A06B1,106-01-06 01:11,106-01-06 01:17,其他-車輛人為疏忽-改裝,0,0
桃園市,蘆竹區,南竹路二段橋下,I17A06D1,106-01-06 03:09,106-01-06 03:16,其他-因燃燒雜草、垃圾,0,0
桃園市,大園區,中華路,I17A06D2,106-01-06 03:24,106-01-06 03:36,其他-因燃燒雜草、垃圾,0,0
新北市,瑞芳區,瑞竹路,H17A06D1,106-01-06 03:43,106-01-06 03:50,其他-燃燒廢棄物,0,0
新北市,新店區,北新路3段,H17A06E2,106-01-06 04:03,106-01-06 04:09,電氣因素(不含車輛)-短路,0,0
苗栗縣,公館鄉,,K17A06E2,106-01-06 04:24,106-01-06 04:30,其他-因燃燒雜草、垃圾,0,0
新北市,永和區,成功路,H17A06E21,106-01-06 04:28,106-01-06 04:35,電氣因素(不含車輛)-短路,0,0
苗栗縣,三義鄉,,K17A06E1,106-01-06 04:29,106-01-06 04:38,電氣因素(不含車輛)-其他-鋰電池過充,0,0
