,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
117672,108年05月08日 10時31分00秒,基隆市仁愛區忠三路 / 基隆市仁愛區公園街,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.738003,25.129735
117719,108年05月08日 11時45分00秒,基隆市仁愛區成功一路 / 基隆市仁愛區光二路,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人,121.737452,25.127441
117778,108年05月08日 12時59分00秒,基隆市仁愛區仁一路 / 基隆市仁愛區愛六路,死亡0;受傷1,普通重型-機車;自用-小客車,121.752693,25.127994
117880,108年05月08日 15時48分00秒,基隆市安樂區安樂路一段 / 基隆市安樂區樂一路,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.73254299999999,25.127903
118027,108年05月08日 18時05分00秒,基隆市七堵區明德一路大華橋,死亡0;受傷2,普通重型-機車;普通重型-機車,121.71929499999999,25.100020999999998
118199,108年05月08日 21時55分00秒,基隆市中正區北寧路 / 基隆市中正區北寧路,死亡0;受傷1,普通重型-機車;自用-小客車;自用-小客車,121.77371200000002,25.152048999999998
118618,108年05月09日 12時12分00秒,基隆市七堵區五堵聯絡道摩天鎮社區前,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.683198,25.074789000000003
118655,108年05月09日 12時55分00秒,基隆市中正區和一路 / 基隆市中正區和一路,死亡0;受傷1,自用-小客車,121.771841,25.158262
118656,108年05月09日 12時55分00秒,基隆市暖暖區八堵路142號八堵火車站前,死亡0;受傷1,普通重型-機車;計程車-小客車;公營公車-大客車,121.729054,25.108334
118745,108年05月09日 15時05分00秒,基隆市七堵區八德路26-2號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.727604,25.112236
118783,108年05月09日 15時54分00秒,基隆市仁愛區愛四路84號前0.0公尺,死亡0;受傷1,行人-人;普通重型-機車;自用-小貨車(含客、貨兩用),121.74476000000001,25.129709
118793,108年05月09日 16時13分00秒,基隆市安樂區基金一路 / 基隆市安樂區麥金路,死亡0;受傷1,普通重型-機車,121.719728,25.124821
118798,108年05月09日 16時20分00秒,基隆市仁愛區孝一路 / 基隆市仁愛區忠二路,死亡0;受傷1,普通重型-機車;自用-小客車,121.741032,25.12961
